id,dut,categories,test,description,inputs,result,messages
177,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc1-spine2 Ethernet2,NOT RUN,
178,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc1-leaf1a Ethernet3,NOT RUN,
179,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc1-leaf1a Ethernet4,NOT RUN,
180,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet6 - Remote: dc1-wan1 Ethernet2,NOT RUN,
181,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet7 - Remote: dc1-wan2 Ethernet2,NOT RUN,
182,dc1-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet8 - Remote: dc1-leaf1c Ethernet2,NOT RUN,
183,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
184,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
185,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
186,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
187,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
188,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
189,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
190,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
191,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
192,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
193,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
194,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
195,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
196,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
197,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
198,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
199,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.0.4) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
200,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.5) - Destination: dc1-spine1 Ethernet2 (IP: 10.255.255.4),NOT RUN,
201,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.255.255.7) - Destination: dc1-spine2 Ethernet2 (IP: 10.255.255.6),NOT RUN,
202,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet6 (IP: 10.255.255.2) - Destination: dc1-wan1 Ethernet2 (IP: 10.255.255.3),NOT RUN,
203,dc1-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet7 (IP: 10.255.255.6) - Destination: dc1-wan2 Ethernet2 (IP: 10.255.255.7),NOT RUN,
204,dc1-leaf1b,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
205,dc1-leaf1b,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
206,dc1-leaf1b,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
207,dc1-leaf1b,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
208,dc1-leaf1b,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
209,dc1-leaf1b,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
210,dc1-leaf1b,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
211,dc1-leaf1b,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
212,dc1-leaf1b,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
213,dc1-leaf1b,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
214,dc1-leaf1b,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
215,dc1-leaf1b,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
216,dc1-leaf1b,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
217,dc1-leaf1b,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
218,dc1-leaf1b,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
219,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet2 = 'up',NOT RUN,
220,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet2 = 'up',NOT RUN,
221,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - MLAG_PEER_dc1-leaf1a_Ethernet3 = 'up',NOT RUN,
222,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - MLAG_PEER_dc1-leaf1a_Ethernet4 = 'up',NOT RUN,
223,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet5 - dc1-leaf1-server1_PCI2 = 'up',NOT RUN,
224,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - P2P_LINK_TO_DC1-WAN1_Ethernet2 = 'up',NOT RUN,
225,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet7 - P2P_LINK_TO_DC1-WAN2_Ethernet2 = 'up',NOT RUN,
226,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet8 - DC1-LEAF1C_Ethernet2 = 'up',NOT RUN,
227,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',NOT RUN,
228,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',NOT RUN,
229,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback10 - VRF10_VTEP_DIAGNOSTICS = 'up',NOT RUN,
230,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback11 - VRF11_VTEP_DIAGNOSTICS = 'up',NOT RUN,
231,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel3 - MLAG_PEER_dc1-leaf1a_Po3 = 'up',NOT RUN,
232,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel5 - dc1-leaf1-server1_PortChannel dc1-leaf1-server1 = 'up',NOT RUN,
233,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel8 - DC1-LEAF1C_Po1 = 'up',NOT RUN,
234,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan11 - VRF10_VLAN11 = 'up',NOT RUN,
235,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan12 - VRF10_VLAN12 = 'up',NOT RUN,
236,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan21 - VRF11_VLAN21 = 'up',NOT RUN,
237,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan22 - VRF11_VLAN22 = 'up',NOT RUN,
238,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF10 = 'up',NOT RUN,
239,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3010 - MLAG_PEER_L3_iBGP: vrf VRF11 = 'up',NOT RUN,
240,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4085 - Inband Management = 'up',NOT RUN,
241,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',NOT RUN,
242,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',NOT RUN,
243,dc1-leaf1b,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',NOT RUN,
244,dc1-leaf1b,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
245,dc1-leaf1b,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,NOT RUN,
246,dc1-leaf1b,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
247,dc1-leaf1b,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
248,dc1-leaf1b,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
249,dc1-leaf1b,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
250,dc1-leaf1b,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
251,dc1-leaf1b,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,NOT RUN,
252,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.1 - Peer: dc1-spine1,NOT RUN,
253,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.2 - Peer: dc1-spine2,NOT RUN,
254,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.3 - Peer: dc1-leaf1a,NOT RUN,
255,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.4 - Peer: dc1-leaf1b,NOT RUN,
256,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.5 - Peer: dc1-leaf2a,NOT RUN,
257,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.3 - Peer: dc1-leaf1a,NOT RUN,
258,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.5 - Peer: dc1-leaf2a,NOT RUN,
259,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.11 - Peer: dc2-spine1,NOT RUN,
260,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.12 - Peer: dc2-spine2,NOT RUN,
261,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.13 - Peer: dc2-leaf1a,NOT RUN,
262,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.14 - Peer: dc2-leaf1b,NOT RUN,
263,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.15 - Peer: dc2-leaf2a,NOT RUN,
264,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.16 - Peer: dc2-leaf2b,NOT RUN,
265,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
266,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.18 - Peer: dc2-leaf3b.arista.com,NOT RUN,
267,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.13 - Peer: dc2-leaf1a,NOT RUN,
268,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.15 - Peer: dc2-leaf2a,NOT RUN,
269,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
270,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.1 - Peer: dc1-wan1,NOT RUN,
271,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.2 - Peer: dc1-wan2,NOT RUN,
272,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.5 - Peer: dc1-svc-leaf1a,NOT RUN,
273,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.6 - Peer: dc1-svc-leaf1b,NOT RUN,
274,dc1-leaf1b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.1.5 - Peer: dc1-svc-leaf1a,NOT RUN,
275,dc1-leaf1b,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
276,dc1-leaf1b,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
277,dc1-leaf1b,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
278,dc1-leaf1b,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
279,dc1-leaf1b,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
280,dc1-leaf1b,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
281,dc1-leaf1b,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
282,dc1-leaf1b,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
283,dc1-leaf1b,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
284,dc1-leaf1b,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
285,dc1-leaf1b,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
286,dc1-leaf1b,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
287,dc1-leaf1b,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
288,dc1-leaf1b,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
289,dc1-leaf1b,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
290,dc1-leaf1b,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
291,dc1-leaf1b,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
292,dc1-leaf1b,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
293,dc1-leaf1b,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
294,dc1-leaf1b,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
295,dc1-leaf1b,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
296,dc1-leaf1b,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
297,dc1-leaf1b,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
298,dc1-leaf1b,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
299,dc1-leaf1b,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
300,dc1-leaf1b,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
301,dc1-leaf1b,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
302,dc1-leaf1b,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
